#TYPE System.Management.Automation.AliasInfo
"HelpUri","ResolvedCommandName","DisplayName","ReferencedCommand","ResolvedCommand","Definition","Options","Description","OutputType","Name","CommandType","Source","Version","Visibility","ModuleName","Module","RemotingCapability","Parameters","ParameterSets"
"",,,,,"New-AzureRmSiteRecoveryProtectionContainerMapping
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSiteRecoveryProtectionContainerMapping","Cmdlet","AzureRM.SiteRecovery","5.0.6","Public","AzureRM.SiteRecovery","AzureRM.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSiteRecoveryRecoveryPlan
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSiteRecoveryRecoveryPlan","Cmdlet","AzureRM.SiteRecovery","5.0.6","Public","AzureRM.SiteRecovery","AzureRM.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSiteRecoveryReplicationProtectedItem
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSiteRecoveryReplicationProtectedItem","Cmdlet","AzureRM.SiteRecovery","5.0.6","Public","AzureRM.SiteRecovery","AzureRM.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSiteRecoverySite
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSiteRecoverySite","Cmdlet","AzureRM.SiteRecovery","5.0.6","Public","AzureRM.SiteRecovery","AzureRM.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSiteRecoveryStorageClassificationMapping
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSiteRecoveryStorageClassificationMapping","Cmdlet","AzureRM.SiteRecovery","5.0.6","Public","AzureRM.SiteRecovery","AzureRM.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSiteRecoveryVault
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSiteRecoveryVault","Cmdlet","AzureRM.SiteRecovery","5.0.6","Public","AzureRM.SiteRecovery","AzureRM.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSnapshot
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSnapshot","Cmdlet","AzureRM.Compute","4.6.0","Public","AzureRM.Compute","AzureRM.Compute","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSnapshotConfig
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSnapshotConfig","Cmdlet","AzureRM.Compute","4.6.0","Public","AzureRM.Compute","AzureRM.Compute","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSnapshotUpdateConfig
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSnapshotUpdateConfig","Cmdlet","AzureRM.Compute","4.6.0","Public","AzureRM.Compute","AzureRM.Compute","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlDatabase
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlDatabase","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlDatabaseCopy
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlDatabaseCopy","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlDatabaseDataMaskingRule
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlDatabaseDataMaskingRule","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlDatabaseExport
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlDatabaseExport","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlDatabaseFailoverGroup
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlDatabaseFailoverGroup","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlDatabaseImport
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlDatabaseImport","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlDatabaseRestorePoint
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlDatabaseRestorePoint","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlDatabaseSecondary
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlDatabaseSecondary","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlElasticPool
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlElasticPool","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlServer
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlServer","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlServerCommunicationLink
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlServerCommunicationLink","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlServerDisasterRecoveryConfiguration
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlServerDisasterRecoveryConfiguration","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlServerDnsAlias
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlServerDnsAlias","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlServerFirewallRule
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlServerFirewallRule","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlServerVirtualNetworkRule
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlServerVirtualNetworkRule","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlSyncAgent
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlSyncAgent","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlSyncAgentKey
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlSyncAgentKey","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlSyncGroup
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlSyncGroup","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSqlSyncMember
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSqlSyncMember","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmStorageAccount
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmStorageAccount","Cmdlet","AzureRM.Storage","4.2.3","Public","AzureRM.Storage","AzureRM.Storage","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmStorageAccountKey
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmStorageAccountKey","Cmdlet","AzureRM.Storage","4.2.3","Public","AzureRM.Storage","AzureRM.Storage","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmStreamAnalyticsFunction
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmStreamAnalyticsFunction","Cmdlet","AzureRM.StreamAnalytics","4.0.4","Public","AzureRM.StreamAnalytics","AzureRM.StreamAnalytics","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmStreamAnalyticsInput
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmStreamAnalyticsInput","Cmdlet","AzureRM.StreamAnalytics","4.0.4","Public","AzureRM.StreamAnalytics","AzureRM.StreamAnalytics","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmStreamAnalyticsJob
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmStreamAnalyticsJob","Cmdlet","AzureRM.StreamAnalytics","4.0.4","Public","AzureRM.StreamAnalytics","AzureRM.StreamAnalytics","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmStreamAnalyticsOutput
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmStreamAnalyticsOutput","Cmdlet","AzureRM.StreamAnalytics","4.0.4","Public","AzureRM.StreamAnalytics","AzureRM.StreamAnalytics","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmStreamAnalyticsTransformation
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmStreamAnalyticsTransformation","Cmdlet","AzureRM.StreamAnalytics","4.0.4","Public","AzureRM.StreamAnalytics","AzureRM.StreamAnalytics","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmTag
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmTag","Cmdlet","AzureRM.Tags","4.0.1","Public","AzureRM.Tags","AzureRM.Tags","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmTrafficManagerEndpoint
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmTrafficManagerEndpoint","Cmdlet","AzureRM.TrafficManager","4.0.3","Public","AzureRM.TrafficManager","AzureRM.TrafficManager","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmTrafficManagerProfile
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmTrafficManagerProfile","Cmdlet","AzureRM.TrafficManager","4.0.3","Public","AzureRM.TrafficManager","AzureRM.TrafficManager","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmVirtualNetwork
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmVirtualNetwork","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmVirtualNetworkGateway
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmVirtualNetworkGateway","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmVirtualNetworkGatewayConnection
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmVirtualNetworkGatewayConnection","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmVirtualNetworkGatewayIpConfig
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmVirtualNetworkGatewayIpConfig","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmVirtualNetworkSubnetConfig
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmVirtualNetworkSubnetConfig","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmVM
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmVM","Cmdlet","AzureRM.Compute","4.6.0","Public","AzureRM.Compute","AzureRM.Compute","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmVMConfig
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmVMConfig","Cmdlet","AzureRM.Compute","4.6.0","Public","AzureRM.Compute","AzureRM.Compute","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmVMSqlServerAutoBackupConfig
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmVMSqlServerAutoBackupConfig","Cmdlet","AzureRM.Compute","4.6.0","Public","AzureRM.Compute","AzureRM.Compute","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmVMSqlServerAutoPatchingConfig
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmVMSqlServerAutoPatchingConfig","Cmdlet","AzureRM.Compute","4.6.0","Public","AzureRM.Compute","AzureRM.Compute","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmVMSqlServerKeyVaultCredentialConfig
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmVMSqlServerKeyVaultCredentialConfig","Cmdlet","AzureRM.Compute","4.6.0","Public","AzureRM.Compute","AzureRM.Compute","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
